Customer_ID,Gender,First_Date,First_region,First_state,First_city,Recent_Date,Last_region,Last_state,Last_city,Customer_Value,Buy_Times,Points_Earned,Points_Redeemed
113362715,M,20120217,West,Gujarat,Surat,20120217,West,Gujarat,Surat,1090,1,40,0
6011308,M,20120218,West,Gujarat,Surat,20120218,West,Gujarat,Surat,1090,1,100,0
5733337,F,20120220,West,Gujarat,Vadodara,20120220,West,Gujarat,Vadodara,2580,1,60,0
5047354,M,20120222,North,Delhi,Delhi,20130315,North,Delhi,Delhi,20771.497,12,2212,0
6275714,M,20120224,South,Tamil Nadu,Chennai,20130322,South,Tamil Nadu,Chennai,50907.9,21,1514,20
113909928,M,20120226,West,Gujarat,Ahmedabad,20120303,East,West Bengal,Kolkata,9374,2,280,0
7905135,M,20120302,North,Delhi,Delhi,20130104,North,Delhi,Delhi,6139.002,7,465,0
742850,M,20120303,West,Gujarat,Surat,20130329,West,Gujarat,Surat,68758.699,37,4726,11245
91160271,M,20120303,South,Tamil Nadu,Chennai,20120322,South,Tamil Nadu,Chennai,2494.4,3,0,0
114214691,M,20120304,North,Delhi,Delhi,20120705,West,Maharashtra,Pimpri-Chinchwad,6136,5,205,0
84687241,M,20120312,South,Andhra Pradesh,Visakhapatnam,20120312,South,Andhra Pradesh,Visakhapatnam,688.4,1,45,0
73857170,F,20120313,West,Gujarat,Surat,20121007,West,Gujarat,Surat,7130.8,4,695,0
114942964,unknown,20120318,West,Maharashtra,Pimpri-Chinchwad,20120318,West,Maharashtra,Pimpri-Chinchwad,2187.9,1,150,0
114140428,M,20120319,West,Gujarat,Surat,20130311,West,Gujarat,Surat,19232,9,1360,0
115018230,M,20120320,West,Gujarat,Vadodara,20120320,West,Gujarat,Vadodara,3115,2,5,0
114737905,M,20120323,North,Rajasthan,Jaipur,20120628,West,Gujarat,Surat,1956,2,100,0
115250994,unknown,20120326,West,Gujarat,Surat,20120527,West,Gujarat,Surat,5467,5,485,0
9339398,M,20120409,South,Karnataka,Bangalore,20120724,West,Gujarat,Surat,2615.999,2,306,1
113299456,M,20120413,South,Telangana,Hyderabad,20120413,South,Telangana,Hyderabad,1931,1,130,0
113417554,F,20120415,North,Uttar Pradesh,Ghaziabad,20120513,North,Rajasthan,Jaipur,4546.501,4,15,0
115857034,unknown,20120416,South,Karnataka,Bangalore,20120416,South,Karnataka,Bangalore,580,1,10,0
560744,M,20120418,West,Gujarat,Rajkot,20130112,West,Gujarat,Rajkot,5231,4,240,0
115972901,unknown,20120420,North,Uttar Pradesh,Lucknow,20130207,North,Uttar Pradesh,Lucknow,6842,5,365,0
5231573,M,20120421,West,Gujarat,Surat,20120913,West,Gujarat,Surat,5665,4,240,0
55803805,M,20120422,West,Maharashtra,Mumbai,20121225,West,Maharashtra,Mumbai,11078,5,570,0
116123773,M,20120426,East,West Bengal,Kolkata,20120715,West,Gujarat,Surat,2890.001,3,75,0
116653704,F,20120511,West,Gujarat,Surat,20130102,East,West Bengal,Baranagar,17480.9,5,920,0
113171654,M,20120513,North,Uttar Pradesh,Kanpur,20120623,East,West Bengal,North Dumdum,2547,2,100,0
116790457,F,20120516,South,Telangana,Hyderabad,20130328,South,Telangana,Hyderabad,11629.103,8,132,936
116799016,M,20120516,North,Delhi,Delhi,20120516,North,Delhi,Delhi,853,1,35,0
510550,M,20120518,North,Uttar Pradesh,Kanpur,20121030,North,Uttar Pradesh,Kanpur,2040,2,830,0
117295503,unknown,20120603,West,Gujarat,Surat,20120603,West,Gujarat,Surat,2490,1,30,0
117292866,unknown,20120603,South,Tamil Nadu,Chennai,20130127,South,Tamil Nadu,Chennai,2720,2,160,0
117460607,unknown,20120609,North,Delhi,Delhi,20130312,North,Delhi,Delhi,40847.601,23,150,965
117542538,M,20120612,West,Maharashtra,Mumbai,20120612,West,Maharashtra,Mumbai,1160,1,100,0
117752708,unknown,20120619,East,Tripura,Agartala,20130314,West,Gujarat,Surat,8896.5,7,560,0
117956380,M,20120626,West,Maharashtra,Nagpur,20120626,West,Maharashtra,Nagpur,1654,1,100,0
118200861,unknown,20120703,West,Gujarat,Vadodara,20121106,West,Gujarat,Vadodara,3315,2,115,0
6240631,M,20120705,North,Madhya Pradesh,Bhopal,20120705,North,Madhya Pradesh,Bhopal,1421,1,82,0
116739049,unknown,20120714,East,West Bengal,Kolkata,20130324,East,West Bengal,Kolkata,10852.5,11,470,0
6180483,F,20120715,West,Gujarat,Vadodara,20121127,West,Gujarat,Surat,43026.999,2,245,0
118914672,unknown,20120715,West,Gujarat,Surat,20120715,West,Gujarat,Surat,1009.6,1,120,0
113582650,F,20120716,South,Karnataka,Bangalore,20130201,South,Karnataka,Bangalore,10188,5,345,0
118961751,unknown,20120716,South,Karnataka,Bangalore,20120819,South,Karnataka,Bangalore,4586.6,5,300,0
31831768,F,20120717,North,Delhi,Delhi,20120717,North,Delhi,Delhi,1266,1,137,0
117963570,unknown,20120723,West,Gujarat,Surat,20121022,West,Gujarat,Surat,4140,2,395,0
118947344,unknown,20120722,West,Gujarat,Surat,20130324,West,Gujarat,Surat,27454.6,4,1670,0
6087938,M,20120727,West,Gujarat,Surat,20130313,West,Gujarat,Surat,20959.795,14,2400,0
23511783,F,20120727,West,Gujarat,Ahmedabad,20130309,West,Gujarat,Ahmedabad,54600.6,13,875,0
7093837,M,20120801,East,Assam,Guwahati,20130327,South,Tamil Nadu,Chennai,7802.8,7,392,0
119676739,unknown,20120801,North,Uttar Pradesh,Lucknow,20121016,North,Uttar Pradesh,Lucknow,2689,2,200,0
91009491,M,20120803,West,Gujarat,Vadodara,20120803,West,Gujarat,Vadodara,1125,1,100,0
120171077,unknown,20120812,West,Maharashtra,Nagpur,20120812,West,Maharashtra,Nagpur,2800,1,10,0
120205902,M,20120812,West,Gujarat,Surat,20120901,West,Gujarat,Surat,1967.1,2,72,0
120383336,F,20120816,West,Maharashtra,Mumbai,20121120,West,Maharashtra,Mumbai,4354.8,4,150,0
88135058,M,20120817,West,Gujarat,Ahmedabad,20120817,West,Gujarat,Ahmedabad,1128,1,45,0
120417819,unknown,20120817,West,Maharashtra,Nagpur,20120817,West,Maharashtra,Nagpur,1340,1,120,0
120472850,unknown,20120818,West,Gujarat,Surat,20120818,West,Gujarat,Surat,1180,1,0,0
120428161,unknown,20120822,West,Gujarat,Surat,20121228,West,Gujarat,Surat,3382.3,3,140,0
120742002,M,20120825,West,Gujarat,Surat,20121023,West,Gujarat,Surat,6249.4,4,247,0
120858739,M,20120827,South,Tamil Nadu,Chennai,20120827,South,Tamil Nadu,Chennai,1008.9,1,50,0
120896312,unknown,20120828,North,Uttar Pradesh,Kanpur,20120828,North,Uttar Pradesh,Kanpur,1459.6,1,0,0
121106924,unknown,20120902,West,Gujarat,Surat,20130118,West,Gujarat,Surat,12312.299,8,565,0
85342959,M,20120902,South,Telangana,Hyderabad,20130310,East,West Bengal,Kolkata,16195,5,1140,0
121255086,unknown,20120905,North,Rajasthan,Jaipur,20120905,North,Rajasthan,Jaipur,200,1,10,0
121613611,unknown,20120912,West,Maharashtra,Pimpri-Chinchwad,20120912,West,Maharashtra,Pimpri-Chinchwad,196,1,20,0
31826744,F,20120923,West,Maharashtra,Pimpri-Chinchwad,20130112,West,Gujarat,Surat,2074.1,2,160,0
122587148,unknown,20121002,North,Rajasthan,Jaipur,20121124,North,Rajasthan,Jaipur,1675.5,2,50,0
122706036,M,20121005,East,West Bengal,Kolkata,20130205,East,West Bengal,Kolkata,23340,5,242,0
115448678,unknown,20121008,West,Gujarat,Surat,20121008,West,Gujarat,Surat,1875,1,165,0
6653110,M,20121014,West,Gujarat,Surat,20121014,West,Gujarat,Surat,1806,1,320,0
19858752,M,20121018,West,Maharashtra,Pimpri-Chinchwad,20121210,North,Uttar Pradesh,Kanpur,6645.6,4,410,0
123534117,F,20121022,West,Gujarat,Ahmedabad,20121209,West,Gujarat,Ahmedabad,4082.001,2,230,0
123617303,unknown,20121025,South,Telangana,Hyderabad,20121117,South,Telangana,Hyderabad,2018,2,98,0
123801401,unknown,20121027,North,Uttar Pradesh,Kanpur,20130102,North,Uttar Pradesh,Kanpur,12078.5,5,935,0
124167049,unknown,20121103,North,Delhi,Delhi,20121103,North,Delhi,Delhi,1016,1,20,0
126442,F,20121103,North,Uttar Pradesh,Lucknow,20130128,North,Uttar Pradesh,Lucknow,4169,4,305,0
119310952,M,20121104,North,Rajasthan,Jaipur,20121104,North,Rajasthan,Jaipur,250,1,0,0
124261691,unknown,20121105,West,Gujarat,Vadodara,20130322,West,Gujarat,Vadodara,20343.201,4,1353,0
124200182,unknown,20121105,South,Tamil Nadu,Chennai,20121105,South,Tamil Nadu,Chennai,2695,1,0,0
123629132,M,20121107,West,Maharashtra,Pimpri-Chinchwad,20130319,East,West Bengal,Kolkata,32860.7,12,1825,0
123379137,unknown,20121107,South,Karnataka,Bangalore,20130120,South,Karnataka,Bangalore,17008,3,102,0
124499297,M,20121109,West,Maharashtra,Nagpur,20130321,North,Uttar Pradesh,Meerut,5140,5,365,0
6801672,M,20121113,South,Tamil Nadu,Chennai,20121113,South,Tamil Nadu,Chennai,875.5,1,10,0
123778969,unknown,20121111,North,Delhi,Delhi,20121111,North,Delhi,Delhi,1490,1,77,0
84649341,M,20121113,North,Uttar Pradesh,Kanpur,20121113,North,Uttar Pradesh,Kanpur,1090,1,0,0
124736126,unknown,20121113,South,Tamil Nadu,Chennai,20121113,South,Tamil Nadu,Chennai,1719.2,1,0,0
125086293,unknown,20121118,West,Maharashtra,Pimpri-Chinchwad,20121118,West,Maharashtra,Pimpri-Chinchwad,678,1,55,0
125150648,unknown,20121119,West,Gujarat,Rajkot,20121210,West,Gujarat,Rajkot,5092.5,4,306,142
124794334,M,20121119,South,Telangana,Hyderabad,20121215,South,Telangana,Hyderabad,2371,2,30,0
123893417,unknown,20121127,North,Delhi,Delhi,20121127,North,Delhi,Delhi,1092,1,90,0
125996615,unknown,20121204,West,Gujarat,Ahmedabad,20121204,West,Gujarat,Ahmedabad,560,1,0,0
20006606,F,20121206,South,Karnataka,Bangalore,20130317,South,Karnataka,Bangalore,2529,2,531,0
126282900,F,20121210,South,Karnataka,Bangalore,20121210,South,Karnataka,Bangalore,1305,1,85,0
126997165,M,20121216,West,Gujarat,Surat,20130122,West,Gujarat,Surat,1307.999,2,30,0
113906408,M,20121217,North,Uttar Pradesh,Lucknow,20121217,North,Uttar Pradesh,Lucknow,1096,1,55,0
118461726,M,20121216,East,West Bengal,Kolkata,20121216,East,West Bengal,Kolkata,940,1,30,0
127616322,unknown,20121223,West,Maharashtra,Nagpur,20130112,West,Maharashtra,Nagpur,3405,2,0,0
127764467,M,20121226,East,Jharkhand,Dhanbad,20130315,North,Madhya Pradesh,Bhopal,8066.401,2,511,0
120161390,F,20121227,West,Gujarat,Surat,20121227,West,Gujarat,Surat,2496.5,1,105,0
84851093,F,20121228,South,Tamil Nadu,Chennai,20121228,South,Tamil Nadu,Chennai,1430.899,1,265,0
128725675,M,20130112,West,Gujarat,Surat,20130112,West,Gujarat,Surat,623,1,0,0
113908165,F,20130115,North,Delhi,Delhi,20130115,North,Delhi,Delhi,3770,1,0,0
50206562,M,20130117,North,Delhi,Delhi,20130117,North,Delhi,Delhi,2990,1,3892,0
125072180,F,20130119,South,Telangana,Hyderabad,20130126,South,Telangana,Hyderabad,2893,2,220,0
119438793,M,20130125,East,West Bengal,Kolkata,20130125,East,West Bengal,Kolkata,680,1,65,0
129402886,F,20130125,West,Gujarat,Ahmedabad,20130305,West,Gujarat,Ahmedabad,6236,3,425,0
124471448,unknown,20130130,West,Gujarat,Ahmedabad,20130130,West,Gujarat,Ahmedabad,6787.5,1,345,0
125407105,F,20130130,South,Karnataka,Bangalore,20130202,South,Karnataka,Bangalore,6237,3,486,0
8489749,M,20130130,West,Gujarat,Surat,20130131,West,Maharashtra,Mumbai,5662,2,513,0
129499045,M,20130131,West,Gujarat,Rajkot,20130202,West,Gujarat,Rajkot,5473.5,1,405,0
129834752,M,20130206,West,Maharashtra,Pimpri-Chinchwad,20130206,West,Maharashtra,Pimpri-Chinchwad,4991,1,325,0
120772288,M,20130204,West,Maharashtra,Nagpur,20130204,West,Maharashtra,Nagpur,1231,1,35,0
85196778,M,20130212,West,Gujarat,Surat,20130212,West,Gujarat,Surat,949,1,90,0
12581012,M,20130216,West,Gujarat,Ahmedabad,20130217,West,Gujarat,Ahmedabad,2385,2,415,0
128903800,M,20130218,West,Gujarat,Surat,20130218,West,Gujarat,Surat,6101,1,535,0
117589115,unknown,20130220,North,Uttar Pradesh,Kanpur,20130220,North,Uttar Pradesh,Kanpur,1026,1,25,0
48024822,M,20130304,North,Madhya Pradesh,Bhopal,20130304,North,Madhya Pradesh,Bhopal,1780,1,0,0
130942219,M,20130306,South,Telangana,Hyderabad,20130331,South,Telangana,Hyderabad,4810.7,3,336,0
131029419,M,20130310,North,Delhi,Delhi,20130310,North,Delhi,Delhi,1154,1,30,0
131534961,M,20130313,West,Maharashtra,Pimpri-Chinchwad,20130313,West,Maharashtra,Pimpri-Chinchwad,1090,1,0,0
131982947,M,20130321,South,Tamil Nadu,Chennai,20130321,South,Tamil Nadu,Chennai,7011.5,1,360,0
131538997,M,20130324,North,Delhi,Delhi,20130324,North,Delhi,Delhi,1347,1,85,0
132250213,M,20130326,West,Gujarat,Ahmedabad,20130326,West,Gujarat,Ahmedabad,1652,1,75,0
132310126,M,20130327,West,Gujarat,Surat,20130327,West,Gujarat,Surat,362,1,25,0
132306086,M,20130327,North,Uttar Pradesh,Kanpur,20130327,North,Uttar Pradesh,Kanpur,1096,1,0,0
36253581,M,20120101,West,Gujarat,Ahmedabad,20121003,North,Uttar Pradesh,Kanpur,12634.6,10,685,0
73816030,F,20120101,East,West Bengal,Kolkata,20120619,East,West Bengal,Kolkata,17752,3,301,0
85463356,M,20120101,North,Delhi,Delhi,20120101,North,Delhi,Delhi,1130,1,110,0
74008894,M,20120103,North,Uttar Pradesh,Kanpur,20130331,North,Uttar Pradesh,Kanpur,20606.6,13,1270,205
6872335,F,20120103,West,Maharashtra,Mumbai,20120103,West,Maharashtra,Mumbai,1788,1,210,0
73767755,M,20120104,North,Uttar Pradesh,Kanpur,20130326,North,Uttar Pradesh,Kanpur,42252.6,27,2212,140
12631604,F,20120106,West,Gujarat,Surat,20130319,West,Gujarat,Surat,60607.8,22,523,3890
73962200,M,20120106,West,Gujarat,Ahmedabad,20120911,West,Gujarat,Ahmedabad,8594.8,4,819,0
191673,M,20120108,West,Gujarat,Surat,20130319,West,Gujarat,Surat,37402.9,20,2512,42
85642096,M,20120108,North,Rajasthan,Jaipur,20120108,North,Rajasthan,Jaipur,1225,1,0,0
105910,unknown,20120107,West,Maharashtra,Nashik,20120203,West,Gujarat,Surat,4192.997,3,328,0
14646428,M,20120107,West,Gujarat,Surat,20130122,West,Gujarat,Surat,25592.1,10,1655,0
5644514,M,20120108,North,Madhya Pradesh,Indore,20130112,West,Gujarat,Surat,11659.2,10,535,0
85127400,M,20120109,West,Maharashtra,Mumbai,20120318,South,Tamil Nadu,Ambattur,2460,3,20,0
63915239,M,20120110,North,Delhi,Delhi,20130103,North,Delhi,Delhi,76644.603,33,565,3481
84852627,M,20120111,North,Madhya Pradesh,Bhopal,20130329,North,Uttar Pradesh,Kanpur,30971.7645,30,267,1593
87947309,F,20120112,South,Telangana,Hyderabad,20120118,South,Telangana,Hyderabad,6798,2,160,0
35863117,M,20120113,West,Maharashtra,Pimpri-Chinchwad,20130201,West,Maharashtra,Pimpri-Chinchwad,3817.8,4,165,0
88093536,F,20120116,West,Gujarat,Surat,20120506,West,Gujarat,Surat,17582,5,1005,0
8917959,M,20120127,North,Uttar Pradesh,Kanpur,20130320,North,Uttar Pradesh,Kanpur,18126.2,13,275,4190
7914857,M,20120129,South,Karnataka,Bangalore,20120210,South,Karnataka,Bangalore,2116.001,2,100,0
88146886,M,20120129,East,Bihar,Patna,20130319,North,Rajasthan,Bhilwara,47473.798,15,111,2545
50203864,F,20120130,South,Karnataka,Bangalore,20130326,South,Karnataka,Bangalore,82531.198,42,2087,9300
660169,F,20120130,West,Gujarat,Ahmedabad,20130218,West,Gujarat,Ahmedabad,25262.499,8,1336,3608
2975878,M,20120201,West,Gujarat,Surat,20120512,West,Gujarat,Surat,38479.699,3,150,0
91084917,M,20120201,South,Tamil Nadu,Chennai,20120201,South,Tamil Nadu,Chennai,408,1,0,0
9098133,M,20120202,West,Maharashtra,Pimpri-Chinchwad,20121218,West,Maharashtra,Pimpri-Chinchwad,22464.6,12,1885,0
7101486,M,20120204,West,Gujarat,Vadodara,20120204,West,Gujarat,Vadodara,1068,1,5,0
45740691,M,20120205,South,Telangana,Hyderabad,20130118,South,Telangana,Hyderabad,3607,4,90,990
2712957,M,20120207,North,Uttar Pradesh,Kanpur,20130303,North,Uttar Pradesh,Kanpur,8657.3,7,273,11968
119884,M,20120207,North,Uttar Pradesh,Kanpur,20130321,North,Uttar Pradesh,Kanpur,965176.8,45,48645,0
46350139,M,20120211,South,Tamil Nadu,Avadi,20130129,East,West Bengal,Kolkata,26560,12,1152,385
92842080,M,20120212,North,Delhi,Delhi,20130329,North,Delhi,Delhi,5527.9,7,120,0
12543681,M,20120212,West,Gujarat,Ahmedabad,20130218,West,Gujarat,Ahmedabad,11316,6,504,1
113137927,M,20120214,West,Gujarat,Surat,20120602,West,Gujarat,Surat,1884.002,2,105,0
113218868,M,20120215,West,Maharashtra,Pimpri-Chinchwad,20120215,West,Maharashtra,Pimpri-Chinchwad,1304.001,1,140,0
113308912,F,20120217,North,Uttar Pradesh,Lucknow,20130210,North,Uttar Pradesh,Lucknow,11502.2,8,505,0
85343283,M,20120218,North,Delhi,Delhi,20120218,North,Delhi,Delhi,2170,1,207,0
73997464,M,20120218,West,Gujarat,Surat,20130331,West,Maharashtra,Thane,10040.9,7,480,0
113373876,F,20120218,North,Delhi,Delhi,20130223,North,Delhi,Delhi,34622.901,19,1933,0
113479519,M,20120219,West,Gujarat,Surat,20120321,East,Jharkhand,Ranchi,3172.2,4,170,0
425501,M,20120223,West,Maharashtra,Mumbai,20130309,West,Gujarat,Surat,8500,5,2051,0
6009856,M,20120223,West,Gujarat,Surat,20130325,West,Gujarat,Surat,17430.1,12,566,24
50388221,F,20120226,West,Gujarat,Rajkot,20130128,West,Gujarat,Rajkot,12150.502,11,162,650
7126383,M,20120227,East,West Bengal,Kolkata,20120227,East,West Bengal,Kolkata,1410.5,1,175,0
220159,unknown,20120228,West,Gujarat,Surat,20121123,West,Gujarat,Surat,15424.9,12,1835,0
24720,M,20120229,West,Maharashtra,Mumbai,20130320,West,Maharashtra,Mumbai,31820.999,19,1990,0
2094897,M,20120303,West,Gujarat,Vadodara,20130322,West,Gujarat,Vadodara,2486,3,170,0
113797582,M,20120304,West,Gujarat,Surat,20130227,West,Gujarat,Surat,13960.603,13,675,0
114193691,M,20120304,North,Madhya Pradesh,Indore,20121007,North,Delhi,Delhi,7346,5,535,0
114299596,F,20120306,West,Gujarat,Surat,20120306,West,Gujarat,Surat,667,1,55,0
92746949,F,20120308,West,Gujarat,Surat,20130116,North,Madhya Pradesh,Jabalpur,4676.2,5,177,0
68474960,M,20120309,South,Karnataka,Bangalore,20130326,South,Tamil Nadu,Chennai,15092.102,12,720,0
113981816,M,20120313,North,Madhya Pradesh,Bhopal,20120313,North,Madhya Pradesh,Bhopal,1377.997,1,105,0
113643042,M,20120315,North,Delhi,Delhi,20130304,North,Delhi,Delhi,6521.801,6,415,0
8397820,M,20120315,North,Uttar Pradesh,Kanpur,20120413,North,Uttar Pradesh,Kanpur,4006.6,3,740,0
114739161,M,20120320,West,Gujarat,Ahmedabad,20120717,West,Gujarat,Ahmedabad,5655,3,500,0
115107302,unknown,20120321,West,Gujarat,Vadodara,20120321,West,Gujarat,Vadodara,1290,1,30,0
114361222,M,20120322,South,Telangana,Hyderabad,20121203,South,Telangana,Hyderabad,1848,2,40,0
7059738,F,20120323,North,Delhi,Delhi,20121123,West,Gujarat,Ahmedabad,4418.6,3,446,693
115019995,unknown,20120327,North,Delhi,Delhi,20130325,North,Delhi,Delhi,44372.8,21,2070,0
50052472,M,20120329,North,Uttar Pradesh,Kanpur,20120718,North,Uttar Pradesh,Kanpur,4844.399,4,410,0
115089755,F,20120412,South,Karnataka,Bangalore,20130323,South,Karnataka,Bangalore,11468.999,8,536,0
685139,M,20120415,East,West Bengal,Kolkata,20120906,East,West Bengal,Kolkata,3005,2,855,0
116031633,M,20120421,West,Maharashtra,Mumbai,20130320,West,Gujarat,Ahmedabad,5949.5,5,250,0
116174482,unknown,20120426,North,Uttar Pradesh,Lucknow,20120426,North,Uttar Pradesh,Lucknow,1017,1,70,0
116177093,M,20120426,West,Gujarat,Surat,20130226,West,Maharashtra,Mumbai,12308.999,9,630,0
116219127,unknown,20120428,North,Delhi,Delhi,20120428,North,Delhi,Delhi,1095,1,105,0
116226044,M,20120428,West,Maharashtra,Nagpur,20120428,West,Maharashtra,Nagpur,138,1,0,0
85366024,F,20120502,North,Uttar Pradesh,Lucknow,20130308,North,Uttar Pradesh,Lucknow,21598.999,13,1173,510
116419004,M,20120505,North,Madhya Pradesh,Bhopal,20121212,West,Gujarat,Surat,11000.802,11,425,0
23395878,M,20120507,West,Gujarat,Surat,20120729,North,Rajasthan,Jaipur,2511.001,2,630,0
116557911,M,20120508,West,Gujarat,Rajkot,20120508,West,Gujarat,Rajkot,1194,1,95,0
14860993,M,20120511,North,Madhya Pradesh,Indore,20120511,North,Madhya Pradesh,Indore,1235.4,1,380,0
88071782,M,20120512,West,Maharashtra,Mumbai,20120512,West,Maharashtra,Mumbai,1364.8,1,32,0
116220997,F,20120516,West,Gujarat,Surat,20121007,West,Gujarat,Ahmedabad,13163,9,595,0
116750609,unknown,20120518,West,Gujarat,Surat,20120518,West,Gujarat,Surat,1260,1,10,0
116869161,M,20120526,South,Karnataka,Bangalore,20120526,South,Karnataka,Bangalore,1341.8,1,65,0
73819855,M,20120527,South,Tamil Nadu,Chennai,20121116,South,Tamil Nadu,Chennai,4693,4,311,0
88122358,M,20120601,South,Andhra Pradesh,Visakhapatnam,20130219,South,Andhra Pradesh,Visakhapatnam,8368.5,8,375,0
117282513,unknown,20120603,East,West Bengal,Kolkata,20130309,East,West Bengal,Kolkata,7612.6,5,380,0
429296,unknown,20120610,North,Delhi,Delhi,20120819,North,Delhi,Delhi,1848.1,2,90,0
117643504,M,20120616,South,Karnataka,Bangalore,20120616,South,Karnataka,Bangalore,2080,1,30,0
117658559,F,20120616,West,Maharashtra,Pimpri-Chinchwad,20121215,West,Maharashtra,Pimpri-Chinchwad,14205.5,8,710,0
117706347,M,20120618,North,Delhi,Delhi,20120713,North,Delhi,Delhi,6390,2,365,0
44888691,M,20120618,West,Gujarat,Surat,20130130,East,West Bengal,Kolkata,35567.601,13,548,0
7449613,M,20120620,North,Uttar Pradesh,Kanpur,20120620,North,Uttar Pradesh,Kanpur,771,1,10,0
117559618,unknown,20120623,North,Delhi,Delhi,20120628,North,Delhi,Delhi,40990,2,0,0
117935444,unknown,20120625,South,Tamil Nadu,Chennai,20130302,South,Tamil Nadu,Chennai,42888,6,765,0
118120215,unknown,20120701,West,Gujarat,Surat,20130326,West,Gujarat,Surat,22592.3,25,1210,0
84437364,M,20120702,West,Gujarat,Surat,20130306,West,Gujarat,Surat,3144.001,3,180,0
784750,M,20120705,West,Gujarat,Surat,20120708,West,Gujarat,Surat,3184,2,215,0
6195127,M,20120704,North,Delhi,Delhi,20120705,North,Delhi,Delhi,13754,2,305,0
118682031,F,20120712,North,Uttar Pradesh,Kanpur,20120717,North,Uttar Pradesh,Kanpur,1086,2,80,0
119212638,unknown,20120721,North,Uttar Pradesh,Kanpur,20130122,West,Gujarat,Surat,3587,3,260,0
85213326,M,20120721,West,Gujarat,Surat,20130218,West,Gujarat,Surat,7057.4,4,325,0
119329554,unknown,20120724,South,Andhra Pradesh,Rajahmundry,20121122,South,Telangana,Hyderabad,2107,4,25,0
119725809,M,20120801,West,Maharashtra,Nashik,20120801,West,Maharashtra,Nashik,1121.8,1,75,0
116693539,F,20120803,South,Karnataka,Bangalore,20130317,South,Karnataka,Bangalore,9088.9,7,525,0
118056741,unknown,20120804,West,Maharashtra,Pimpri-Chinchwad,20130311,West,Maharashtra,Pimpri-Chinchwad,8400,6,404,0
478631,M,20120806,North,Rajasthan,Jaipur,20121111,North,Rajasthan,Jaipur,3343.5,3,50,0
120049339,M,20120810,North,Uttar Pradesh,Kanpur,20120810,North,Uttar Pradesh,Kanpur,850,1,0,0
37858,M,20120811,West,Gujarat,Surat,20120927,West,Gujarat,Surat,2295,2,32,0
113506303,F,20120812,South,Telangana,Hyderabad,20120812,South,Telangana,Hyderabad,1002,1,45,0
120447704,unknown,20120818,South,Karnataka,Bangalore,20120818,South,Karnataka,Bangalore,1120,1,100,0
14760330,F,20120817,South,Tamil Nadu,Chennai,20120817,South,Tamil Nadu,Chennai,1729,1,96,0
119066235,unknown,20120819,West,Maharashtra,Nagpur,20120819,West,Maharashtra,Nagpur,1875,1,100,0
120587366,M,20120821,East,West Bengal,Kolkata,20120821,East,West Bengal,Kolkata,1010,1,40,0
14765296,M,20120824,North,Uttar Pradesh,Kanpur,20120824,North,Uttar Pradesh,Kanpur,2490,1,10,0
120895926,unknown,20120828,West,Gujarat,Surat,20130309,West,Gujarat,Surat,35415.698,25,1875,44
119802941,F,20120829,North,Delhi,Delhi,20130123,North,Delhi,Delhi,6306,5,438,0
121151074,unknown,20120903,East,West Bengal,Kolkata,20130330,East,West Bengal,Kolkata,10078,3,710,0
121248214,unknown,20120905,East,West Bengal,Kolkata,20130314,East,West Bengal,Kolkata,2884.9,4,172,0
121247050,F,20120905,West,Gujarat,Vadodara,20120905,West,Gujarat,Vadodara,940,1,0,0
121280479,M,20120906,South,Tamil Nadu,Chennai,20120906,South,Tamil Nadu,Chennai,912.599,1,35,0
115744910,unknown,20120909,North,Uttar Pradesh,Kanpur,20121115,North,Uttar Pradesh,Kanpur,2815.8,2,135,0
14778327,M,20120912,North,Uttar Pradesh,Kanpur,20130224,North,Uttar Pradesh,Kanpur,20476,4,1322,0
121618959,unknown,20120913,North,Rajasthan,Jaipur,20120913,North,Rajasthan,Jaipur,1008,1,20,0
121839307,unknown,20120917,West,Gujarat,Surat,20120917,West,Gujarat,Surat,2344,1,15,0
121922507,F,20120918,North,Uttar Pradesh,Kanpur,20130111,South,Karnataka,Bangalore,8749,6,322,0
119336177,F,20120922,South,Tamil Nadu,Chennai,20121010,West,Gujarat,Surat,6920,5,554,0
122231548,unknown,20120924,West,Maharashtra,Thane,20121206,West,Maharashtra,Thane,14896,12,15,0
122367664,unknown,20120926,South,Karnataka,Bangalore,20130201,South,Karnataka,Bangalore,4275,4,125,0
8899467,F,20120926,West,Gujarat,Surat,20130122,West,Gujarat,Surat,13837,4,1455,0
118392876,unknown,20121002,West,Gujarat,Surat,20130311,South,Karnataka,Bangalore,9602,6,870,0
121047902,unknown,20121003,South,Karnataka,Bangalore,20121219,North,Delhi,Delhi,7426.4,5,478,0
6657188,M,20121011,West,Gujarat,Ahmedabad,20130330,West,Gujarat,Ahmedabad,14702.703,6,1395,0
120599416,M,20121014,South,Karnataka,Bangalore,20130326,South,Karnataka,Bangalore,4809.199,5,230,0
123232712,F,20121016,South,Tamil Nadu,Chennai,20121213,South,Tamil Nadu,Chennai,2253.5,2,40,0
123642168,unknown,20121024,North,Delhi,Delhi,20130303,North,Delhi,Delhi,16930,11,1236,0
117658124,unknown,20121029,West,Maharashtra,Pimpri-Chinchwad,20130315,West,Maharashtra,Pimpri-Chinchwad,6709,6,275,0
124068256,unknown,20121101,West,Gujarat,Surat,20121101,West,Gujarat,Surat,1152,1,80,0
